contract_id,notice_id,institution,buyer_name,file_number,publication_date,publication_year,record_type,contract_nature,object,procedure,region,cpv_subjects,cpv_codes_raw,cpv_code_list,is_cpv_71,estimated_value_raw,estimated_value_eur,awarded_value_raw,awarded_value_eur,supplier_name,source_url,source_file,source_line,raw_field_count,repaired_columns,parser_warning
BOE-B-2014-15240,BOE-B-2014-15240,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.29/14-6;"" SS-O-003.",2014-04-29,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Asturias. Provincia de Asturias. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Principado de Asturias,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"517.106,45 euros",517106.45,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15240,boe_sample.csv,108,15,False,
BOE-B-2014-15241,BOE-B-2014-15241,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.53/14-6;"" SS-LO-002.",2014-04-29,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en La Rioja. Provincia de La Rioja. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,La Rioja,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"257.572,72 euros",257572.72,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15241,boe_sample.csv,109,15,False,
BOE-B-2014-15242,BOE-B-2014-15242,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.28/14-6;"" SS-MU-003.",2014-04-29,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Murcia. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"398.451,94 euros",398451.94,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15242,boe_sample.csv,110,15,False,
BOE-B-2014-15243,BOE-B-2014-15243,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.51/14-6;"" 12-MU-5593.",2014-04-29,2014,Licitación,Servicios,"Control y vigilancia de las obras: Autovía A-33, Cieza-Fuente de la Higuera. Tramo: Enlace N-344 a Jumilla-Enlace con C-3223 a Yecla. Subtramo 3. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"1.007.930,00 euros",1007930.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15243,boe_sample.csv,111,15,False,
BOE-B-2014-15244,BOE-B-2014-15244,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.43/14-6;"" MA-MU-002.",2014-04-29,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Murcia. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"567.615,17 euros",567615.17,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15244,boe_sample.csv,112,15,False,
BOE-B-2014-15245,BOE-B-2014-15245,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.36/14-6;"" 25-B-4860.",2014-04-29,2014,Licitación,Servicios,"Control y vigilancia de las obras: Mejora de trazado y reordenación de accesos en una intersección y un enlace de la carretera N-II en el término municipal de Tordera. Provincia de Barcelona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cataluña,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"403.172,00 euros",403172.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15245,boe_sample.csv,113,15,False,
BOE-B-2014-15246,BOE-B-2014-15246,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.33/14-6;"" 12-GI-3580.A.",2014-04-29,2014,Licitación,Servicios,"Control y vigilancia de las obras: Autovía A-2, del Nordeste. Barcelona-Frontera con Francia. Tramo: Maçanet de la Selva-Sils. Provincia de Girona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cataluña,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"1.007.930,00 euros",1007930.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15246,boe_sample.csv,114,15,False,
BOE-B-2014-15572,BOE-B-2014-15572,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.81/13-2;"" A1G-533/12.",2014-05-03,2014,Contratación,Servicios,"Inspecciones de los contratos de concesión de obras públicas para la conservación y la explotación de la autovía de primera generación: Autovía A-2, pp. kk. 62,0 al 139,5. Tramo: R-2 al L.P. Soria/Guadalajara. Provincia de Guadalajara. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Castilla-La Mancha,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"960.701,28 euros",960701.28,"623.975,49 euros",623975.49,"SGS TECNOS, S.A.;"" CURVA INGENIEROS, S.L., Y GEOTECNIA Y CIMIENTOS, S.A. (UTE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15572,boe_sample.csv,115,18,True,reparada_desde_18_campos
BOE-B-2014-15573,BOE-B-2014-15573,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.50/13-2;"" AC-516/13.",2014-05-03,2014,Contratación,Servicios,"Responsable de seguridad en fase de explotación para los túneles existentes en la Red de Carreteras del Estado en Andalucía Oriental y Occidental. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Andalucía,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"724.811,10 euros",724811.1,"460.255,04 euros",460255.04,"APIA XXI, S.A. Y ARILA CONSULTORA, S.L. (UTE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15573,boe_sample.csv,116,15,False,
BOE-B-2014-15582,BOE-B-2014-15582,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,V-02/14-06.,2014-05-03,2014,Licitación,Servicios,"Servicio de dirección, control y vigilancia de las obras correspondientes al proyecto 05/12 de depósito de regulación para la renovación del Canal de Murcia (Mu/Murcia). Programa Cohesión Feder 2007-2013.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71520000 (Servicios de supervisión de obras).,"['71000000', '71520000']",True,"196.911,86 euros",196911.86,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15582,boe_sample.csv,117,16,True,reparada_desde_16_campos
BOE-B-2014-15583,BOE-B-2014-15583,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,V-01/14-25.,2014-05-03,2014,Licitación,Servicios,"Servicio de dirección, control y vigilancia de las obras correspondientes al proyecto 12/13 de abastecimiento a Hondón de los Frailes (Ac/Hondón de los Frailes). Fondos Feder. P.O. Comunidad Valenciana.",Abierto,Comunidad Valenciana,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71520000 (Servicios de supervisión de obras).,"['71000000', '71520000']",True,"133.381,71 euros",133381.71,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15583,boe_sample.csv,118,16,True,reparada_desde_16_campos
BOE-B-2014-15666,BOE-B-2014-15666,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,Junta de Contratación del Ministerio de Hacienda y Administraciones Públicas,92/13/01.,2014-05-05,2014,Contratación,Servicios,"Redacción de los proyectos básico y de ejecución y asistencia a la dirección de obra, para el acondicionamiento del edificio del Tribunal de Cuentas, en C/Fuencarral, 81 de Madrid.",Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],True,"344.820,00 euros",344820.0,"267.028,61 euros",267028.61,"Santatecla Arquitectos,S.L.P.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15666,boe_sample.csv,119,15,False,
BOE-B-2014-15667,BOE-B-2014-15667,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.90/13-2;"" AC-553/13.",2014-05-05,2014,Contratación,Servicios,"Realización de inspecciones especiales, proyectos e informes en obras de paso de la Red de Carreteras del Estado. 11.º itinerario zona-Sur. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Sin definir,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"1.440.481,82 euros",1440481.82,"976.646,67 euros",976646.67,"FHECOR, INGENIEROS CONSULTORES, S A., E INTEMAC, S.A. (UTE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15667,boe_sample.csv,120,15,False,
BOE-B-2014-15668,BOE-B-2014-15668,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.84/13-2;"" A1G-536/12.",2014-05-05,2014,Contratación,Servicios,"Inspecciones de los contratos de concesión de obras públicas para la conservación y explotación de la Autovía de primera generación: Autovía A-1, puntos kilométricos 101 al 247, tramo: Santo Tomé del Puerto-Burgos. Provincias de Segovia y Burgos. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"960.701,28 euros",960701.28,"619.617,77 euros",619617.77,"SERS, CONSULTORES EN INGENIERÍA Y ARQUITECTURA, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15668,boe_sample.csv,121,15,False,
BOE-B-2014-15670,BOE-B-2014-15670,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.23/14-6;"" 12-S-5040.2.",2014-05-05,2014,Licitación,Servicios,"Control y vigilancia de las obras: Autovía del Cantábrico A-8. Tramo: La Encina-Torrelavega. Provincia de Cantabria. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cantabria,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"2.073.456,00 euros",2073456.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15670,boe_sample.csv,122,15,False,
BOE-B-2014-15671,BOE-B-2014-15671,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.22/14-6;"" 12-S-5030.2.",2014-05-05,2014,Licitación,Servicios,"Control y vigilancia de las obras: Autovía del Cantábrico A-8. Tramo: Solares-La Encina. Provincia de Cantabria. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cantabria,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"2.764.608,00 euros",2764608.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15671,boe_sample.csv,123,15,False,
BOE-B-2014-15672,BOE-B-2014-15672,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.18/14-6;"" 40-CA-4040.2.",2014-05-05,2014,Licitación,Servicios,"Redacción del Plan de Inspección y Mantenimiento y realización de diversos estudios estructurales relativos a las obras del nuevo acceso a Cádiz. Tramo: Puente sobre la Bahía. Provincia de Cádiz. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Andalucía,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"1.643.481,70 euros",1643481.7,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15672,boe_sample.csv,124,15,False,
BOE-B-2014-15673,BOE-B-2014-15673,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.21/14-6;"" SS-BU-002.",2014-05-05,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Castilla y León Oriental. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"1.221.999,73 euros",1221999.73,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15673,boe_sample.csv,125,15,False,
BOE-B-2014-15839,BOE-B-2014-15839,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.60/13-3; 23-BA-4110;"" EP-305/13.",2014-05-06,2014,Contratación,Servicios,"Redacción del proyecto de trazado y construcción: Variante de Zafra. Carretera N-432 de Badajoz a Granada, pp.kk. 69,400 al 78,300. Provincia de Badajoz. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,Extremadura,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311000 (Servicios de consultoría en ingeniería civil).,"['71000000', '71311000']",True,"644.222,46 euros",644222.46,"389.351,03 euros",389351.03,"PAYMA COTAS, S.A.U., y PAYMA COTAS EXTREMADURA, S.L.U. (UTE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15839,boe_sample.csv,126,15,False,
BOE-B-2014-15840,BOE-B-2014-15840,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.66/13-2;"" AC-509/13.",2014-05-06,2014,Contratación,Servicios,"Realización de los informes anuales de supervisión de los contratos de conservación integral en la zona sur de la Red de Carreteras del Estado. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"751.109,44 euros",751109.44,"524.274,39 euros",524274.39,"AECOM INOCSA, S.L.U.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15840,boe_sample.csv,127,15,False,
BOE-B-2014-15848,BOE-B-2014-15848,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Organismo Autónomo Parques Nacionales.,16314003.,2014-05-06,2014,Licitación,Servicios,"Servicio de dirección de obra, dirección de ejecución y coordinación de seguridad y salud de la obra de construcción del Centro de Información La Fonseya, Parque Nacional de los Picos de Europa, en Oseja de Sajambre (León).",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],True,"221.520,64 euros",221520.64,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15848,boe_sample.csv,128,16,True,reparada_desde_16_campos
BOE-B-2014-15849,BOE-B-2014-15849,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Organismo Autónomo Parques Nacionales.,16314004.,2014-05-06,2014,Licitación,Servicios,"Servicio de dirección de obra, dirección de ejecución y coordinación de seguridad y salud de la obra de construcción del Centro de Visitantes del Parque Nacional de Picos de Europa en Posada de Valdeón (León).",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],True,"269.751,75 euros",269751.75,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15849,boe_sample.csv,129,16,True,reparada_desde_16_campos
BOE-B-2014-15900,BOE-B-2014-15900,OTROS PODERES ADJUDICADORES,"Emsule, S.A.",No disponible,2014-05-06,2014,Licitación,Servicios,No disponible,Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",No disponible,['71000000'],True,395.000 euros,395000.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-15900,boe_sample.csv,130,15,False,
BOE-B-2014-16168,BOE-B-2014-16168,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.52/14-6;"" SGC-SGC-009.",2014-05-08,2014,Licitación,Servicios,"Supervisión y control de las obras pertenecientes a la Subdirección General de Construcción. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Sin definir,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"1.729.757,63 euros",1729757.63,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16168,boe_sample.csv,131,15,False,
BOE-B-2014-16169,BOE-B-2014-16169,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.37/14-6;"" 41-B-4780.",2014-05-08,2014,Licitación,Servicios,"Control y vigilancia de las obras: Nuevos accesos Sur, ferroviario y viario, al Puerto de Barcelona. Eje viario. Provincia de Barcelona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cataluña,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"4.276.503,00 euros",4276503.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16169,boe_sample.csv,132,15,False,
BOE-B-2014-16170,BOE-B-2014-16170,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.41/14-6;"" 12-SG-3120.",2014-05-08,2014,Licitación,Servicios,"Control y vigilancia de las obras: Conversión en Autovía de la carretera SG-20, variante de circunvalación de Segovia, del pk. 0,000 al 15,530. Lote 1. Tramo A: Entre el enlace con la Autovía A-601 pk. 0,000 y las inmediaciones con el enlace de la carretera autonómica CL-601 pk. 8,400 y Lote 2. Tramo B: entre el pk. 8,400 y el enlace con la carretera N-110 sentido Ávila pk. 15,530. Provincia de Segovia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"1.382.304,00 euros",1382304.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16170,boe_sample.csv,133,15,False,
BOE-B-2014-16171,BOE-B-2014-16171,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.34/14-6;"" 15-GI-3680.",2014-05-08,2014,Licitación,Servicios,"Control y vigilancia de las obras: Reordenación de accesos en la intersección de la carretera N-II con la carretera GIV-5125 en Pontós y en la intersección de la carretera N-II con la carretera GIV-6226 en Garrigás. Provincia de Girona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cataluña,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"403.172,00 euros",403172.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16171,boe_sample.csv,134,15,False,
BOE-B-2014-16305,BOE-B-2014-16305,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.44/14-6;"" MA-LC-006.",2014-05-09,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Galicia. Provincia de La Coruña. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"1.530.302,33 euros",1530302.33,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16305,boe_sample.csv,135,15,False,
BOE-B-2014-16306,BOE-B-2014-16306,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.48/14-6;"" 12-MU-5591.",2014-05-09,2014,Licitación,Servicios,"Control y vigilancia de las obras: Autovía A-33, Cieza-Fuente de la Higuera. Tramo: Enlace N-344 a Jumilla-Enlace con C-3223 a Yecla. Subtramo: 1. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"1.007.930,00 euros",1007930.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16306,boe_sample.csv,136,15,False,
BOE-B-2014-16307,BOE-B-2014-16307,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.46/14-6;"" MA-V-003.",2014-05-09,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en la Comunidad Valenciana. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Comunidad Valenciana,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"1.414.501,94 euros",1414501.94,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16307,boe_sample.csv,137,15,False,
BOE-B-2014-16308,BOE-B-2014-16308,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.42/14-6;"" 12-PO-4200.",2014-05-09,2014,Licitación,Servicios,"Control y vigilancia de obras: Autovía A-57. Tramo: Vilaboa - A Ermida. Provincia de Pontevedra. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"2.073.456,00 euros",2073456.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16308,boe_sample.csv,138,15,False,
BOE-B-2014-16451,BOE-B-2014-16451,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.65/13-2;"" AC-508/13.",2014-05-10,2014,Contratación,Servicios,"Coordinación en materia de seguridad y salud, en las actuaciones de conservación y explotación en la Red de Carreteras del Estado en Madrid. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"362.854,80 euros",362854.8,"255.726,24 euros",255726.24,"ALAUDA INGENIERIA, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16451,boe_sample.csv,139,15,False,
BOE-B-2014-16452,BOE-B-2014-16452,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.48/13-2;"" AC-514/13.",2014-05-10,2014,Contratación,Servicios,"Inspección de los túneles de la zona 3 de la Red de Carreteras del Estado, formada por las Demarcaciones de Carreteras en Aragón, Castilla León Oriental, Cataluña, Comunidad Valenciana y La Rioja. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,"La Rioja, Aragón, Castilla y León, Cataluña, Comunidad Valenciana","71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de Ingeniería).,"['71000000', '71300000']",True,"983.739,68 euros",983739.68,"632.052,74 euros",632052.74,"IDOM INGENIERIA y CONSULTORÍA, S.A. y GEOCONTROL, S.A. (UTE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16452,boe_sample.csv,140,15,False,
BOE-B-2014-16701,BOE-B-2014-16701,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.97/13-3;"" EP-307/13.",2014-05-12,2014,Contratación,Servicios,"Seguimiento, comprobación y elaboración de informes previos a la supervisión de proyectos de trazado y construcción de actuaciones en la N-II, A-26 y la Variante de El Barco de Valdeorras. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311000 (Servicios de consultoría en ingeniería civil).,"['71000000', '71311000']",True,"783.541,74 euros",783541.74,"493.636,60 euros",493636.6,"APIA XXI, S.A. Y GEOPLANK, S.A. (UTE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16701,boe_sample.csv,141,15,False,
BOE-B-2014-16894,BOE-B-2014-16894,MINISTERIO DE JUSTICIA,Subsecretaría del Ministerio de Justicia,131PD117.,2014-05-13,2014,Contratación,Servicios,Redacción del proyecto y dirección de las obras de construcción del nuevo edificio de Juzgados de Badajoz.,Abierto,Extremadura,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],True,"923.776,41 euros",923776.41,"677.600,00 euros",677600.0,Fco. Javier Gcía. Alcaraz y Remedios Fdez. Carrión.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-16894,boe_sample.csv,142,15,False,
BOE-B-2014-17205,BOE-B-2014-17205,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.51/13-2;"" AC-517/13.",2014-05-16,2014,Contratación,Servicios,"Responsable de seguridad en fase de explotación para los túneles existentes en la Red de Carreteras del Estado en Asturias. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Principado de Asturias,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"429.896,54 euros",429896.54,"292.243,66 euros",292243.66,"TEKIA INGENIEROS, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-17205,boe_sample.csv,143,15,False,
BOE-B-2014-17306,BOE-B-2014-17306,MINISTERIO DE JUSTICIA,Subsecretaría del Ministerio de Justicia,131PD119.,2014-05-17,2014,Contratación,Servicios,Redacción del proyecto y dirección de las obras de construcción del nuevo edificio de Juzgados de Ibiza.,Abierto,Illes Balears,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],True,"538.801,02 euros",538801.02,"449.844,97 euros",449844.97,"SANTA TECLA ARQUITECTOS, S.L.P.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-17306,boe_sample.csv,144,15,False,
BOE-B-2014-17315,BOE-B-2014-17315,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.78/13-2;"" A1G-530/12.",2014-05-17,2014,Contratación,Servicios,"Inspección del contrato de concesión de obras públicas para la conservación y explotación de la autovía de primera generación: A-2 pp.kk. 139,5 al 232,8. Tramo: L.P. Soria/Guadalajara-Calatayud. Provincias: Soria y Zaragoza. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,"Aragón, Castilla y León","71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"960.701,28 euros",960701.28,"629.259,34 euros",629259.34,"GTT INGENIERÍA Y TRATAMIENTOS DEL AGUA, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-17315,boe_sample.csv,145,15,False,
