contract_id,notice_id,institution,buyer_name,file_number,publication_date,publication_year,record_type,contract_nature,object,procedure,region,cpv_subjects,cpv_codes_raw,cpv_code_list,is_cpv_71,estimated_value_raw,estimated_value_eur,awarded_value_raw,awarded_value_eur,supplier_name,source_url,source_file,source_line,raw_field_count,repaired_columns,parser_warning
BOE-B-2014-17513,BOE-B-2014-17513,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.24/14-6;"" SS-B-005.",2014-05-19,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Cataluña. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cataluña,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"965.734,31 euros",965734.31,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-17513,boe_sample.csv,146,15,False,
BOE-B-2014-17514,BOE-B-2014-17514,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.50/14-6;"" MA-Z-003.",2014-05-19,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Aragón. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Aragón,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"1.411.655,24 euros",1411655.24,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-17514,boe_sample.csv,147,15,False,
BOE-B-2014-17515,BOE-B-2014-17515,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.45/14-6;"" MA-B-003.",2014-05-19,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Cataluña. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cataluña,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"1.218.968,92 euros",1218968.92,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-17515,boe_sample.csv,148,15,False,
BOE-B-2014-17516,BOE-B-2014-17516,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.49/14-6;"" MA-O-003.",2014-05-19,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Asturias. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Principado de Asturias,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"738.258,12 euros",738258.12,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-17516,boe_sample.csv,149,15,False,
BOE-B-2014-17761,BOE-B-2014-17761,OTROS PODERES ADJUDICADORES,"Empresa Municipal de Transportes de Madrid, S.A.",No disponible,2014-05-20,2014,Licitación,Servicios,No disponible,Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71631000, 71631200.","['71000000', '71631000', '71631200']",True,232.000 euros,232000.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-17761,boe_sample.csv,150,15,False,
BOE-B-2014-18087,BOE-B-2014-18087,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,Delegación de Economía y Hacienda en Galicia-A Coruña.,0214UR152.,2014-05-22,2014,Licitación,Servicios,Asistencia técnica para situación de construcciones que estando tributando no dispongan de FXCC de los municipios de Coirós y 14 más.,Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71354300 (Servicios de estudios catastrales).,"['71000000', '71354300']",True,"92.580,00 euros",92580.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18087,boe_sample.csv,151,15,False,
BOE-B-2014-18088,BOE-B-2014-18088,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,Delegación de Economía y Hacienda en Galicia-A Coruña.,0314UR152.,2014-05-22,2014,Licitación,Servicios,Asistencia técnica para situación de construcciones que estando tributando no dispongan de FXCC de los municipios de Abegondo y 14 más.,Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71354300 (Servicios de estudios catastrales).,"['71000000', '71354300']",True,"91.128,00 euros",91128.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18088,boe_sample.csv,152,15,False,
BOE-B-2014-18089,BOE-B-2014-18089,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,Delegación de Economía y Hacienda en Galicia - A Coruña.,0414UR152.,2014-05-22,2014,Licitación,Servicios,Asistencia técnica para situación de construcciones que estando tributando no dispongan de FXCC de los Municipios de A Baña y 14 más.,Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71354300 (Servicios de estudios catastrales).,"['71000000', '71354300']",True,"95.982,00 euros",95982.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18089,boe_sample.csv,153,15,False,
BOE-B-2014-18100,BOE-B-2014-18100,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.98/13-3;"" EP-315/13.",2014-05-22,2014,Contratación,Servicios,"Seguimiento de la tramitación, con elaboración de informes, para la supervisión de los Estudios Informativos de Carreteras, competencia de la Subdirección General de Estudios y Proyectos de la Dirección General de Carreteras. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,Sin definir,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311000 (Servicios de consultoría en ingeniería civil).,"['71000000', '71311000']",True,"1.063.798,12 euros",1063798.12,"744.255,51 euros",744255.51,"CIESM-INTEVIA, S.A.U.;"" CONURMA INGENIEROS CONSULTORES, S.L. Y ESTUDIOS Y SERVICIOS DE MOVILIDAD Y GESTIÓN DE INFRAESTRUCTURAS, S.L. (UTE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18100,boe_sample.csv,154,17,True,reparada_desde_17_campos
BOE-B-2014-18256,BOE-B-2014-18256,MINISTERIO DE JUSTICIA,Subsecretaría del Ministerio de Justicia,131PD118.,2014-05-23,2014,Contratación,Servicios,Redacción del proyecto y dirección de las obras de construcción del nuevo edificio de Juzgados de Guadalajara.,Abierto,Castilla-La Mancha,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],True,"714.127,20 euros",714127.2,"561.661,04 euros",561661.04,UTE Gestión Integral del Suelo - Gonzalo Cabanillas de La Cueva.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18256,boe_sample.csv,155,15,False,
BOE-B-2014-18257,BOE-B-2014-18257,MINISTERIO DE JUSTICIA,Subsecretaría del Ministerio de Justicia.,112CO066.,2014-05-23,2014,Contratación,Obras,"Proyecto y obras complementarias de rehabilitación del edificio sede de la Audiencia Nacional en la calle García Gutiérrez, 1, de Madrid.",Negociado sin publicidad,Comunidad de Madrid,"45000000 Trabajos de construcción 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",45210000 (Trabajos de construcción de inmuebles).,"['45000000', '71000000', '45210000']",True,"5.641.905,07 euros",5641905.07,"6.826.705,13 euros",6826705.13,"FCC Construcción, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18257,boe_sample.csv,156,15,False,
BOE-B-2014-18262,BOE-B-2014-18262,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.59/13-3; 12-CC-3520;"" EP-304/13.",2014-05-23,2014,Contratación,Servicios,"Redacción del proyecto de trazado y construcción: Variante de Malpartida de Cáceres. Provincia de Cáceres. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,Extremadura,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311000 (Servicios de consultoría en ingeniería civil).,"['71000000', '71311000']",True,"1.695.349,98 euros",1695349.98,"1.016.929,38 euros",1016929.38,"ACCIONA INGENIERIA, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18262,boe_sample.csv,157,15,False,
BOE-B-2014-18405,BOE-B-2014-18405,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.25/14-6;"" 12-GI-3110.T.",2014-05-24,2014,Licitación,Servicios,"Control y vigilancia de las obras: Proyecto de terminación de las obras de la Autovía A-2. Tramo: Sils-Caldes de Malavella. Provincia de Girona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cataluña,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"604.758,00 euros",604758.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18405,boe_sample.csv,158,15,False,
BOE-B-2014-18406,BOE-B-2014-18406,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.61/14-6;"" SS-V-003.",2014-05-24,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en la Comunidad Valenciana. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Comunidad Valenciana,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"1.045.492,16 euros",1045492.16,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18406,boe_sample.csv,159,15,False,
BOE-B-2014-18407,BOE-B-2014-18407,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.58/14-6;"" 12-MU-5592.",2014-05-24,2014,Licitación,Servicios,"Control y vigilancia de las obras: Autovía A-33, Cieza-Fuente de la Higuera. Tramo: Enlace N-344 a Jumilla-Enlace con C-3223 a Yecla. Subtramo: 2. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"604.758,00 euros",604758.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18407,boe_sample.csv,160,15,False,
BOE-B-2014-18408,BOE-B-2014-18408,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.70/13-2;"" AC-525/13.",2014-05-24,2014,Contratación,Servicios,"Coordinación en materia de seguridad y salud, en las actuaciones de conservación y explotación en la Red de Carreteras del Estado en Castilla-La Mancha. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Castilla-La Mancha,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"697.026,79 euros",697026.79,"484.433,35 euros",484433.35,"S.G.S. TECNOS, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18408,boe_sample.csv,161,15,False,
BOE-B-2014-18409,BOE-B-2014-18409,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.35/13-3; 14-LO-5540;"" EP-306/13.",2014-05-24,2014,Contratación,Servicios,"Redacción de los proyectos de trazado y construcción: Autovía A-68. Tramo: Arrúbal-Navarrete. Provincia de La Rioja. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,La Rioja,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"1.876.535,28 euros",1876535.28,"1.092.143,53 euros",1092143.53,"ACCIONA INGENIERIA, S.A. y BERCEO INGENIEROS S.L. -UTE-.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18409,boe_sample.csv,162,15,False,
BOE-B-2014-18417,BOE-B-2014-18417,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,V-03/14-01.,2014-05-24,2014,Licitación,Servicios,"Servicio de dirección, control y vigilancia de las obras correspondientes al proyecto 02/14, de mejora del abastecimiento a El Consejero, Las Canales y Los Cautivos (Mu/Lorca). Programa Cohesión Feder 2007-2013.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71520000 (Servicios de supervisión de obras).,"['71000000', '71520000']",True,"139.560,37 euros",139560.37,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18417,boe_sample.csv,163,16,True,reparada_desde_16_campos
BOE-B-2014-18594,BOE-B-2014-18594,MINISTERIO DE DEFENSA,Dirección del Canal de Experiencias Hidrodinámicas de El Pardo.,14043.,2014-05-26,2014,Licitación,Servicios,Servicio para la Integración de sistemas y el desarrollo de nuevas técnicas experimentales.,Abierto,Comunidad de Madrid,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71340000 (Servicios integrados de ingeniería).,"['71000000', '71340000']",True,"42.700,00 euros",42700.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-18594,boe_sample.csv,164,15,False,
BOE-B-2014-19424,BOE-B-2014-19424,MINISTERIO DE FOMENTO,Dirección General de Carreteras,"30.89/13-2;"" AC-552/13.",2014-05-31,2014,Contratación,Servicios,"Realización de inspecciones principales y actualización de inventarios de obras de paso existentes dentro del sistema de gestión de la Red de Carreteras del Estado. 10.º itinerario-zona sur. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Sin definir,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"2.636.060,93 euros",2636060.93,"1.818.091,21 euros",1818091.21,"AECOM INOCSA, S.L.U., y LCA, S.L. (UTE).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-19424,boe_sample.csv,165,15,False,
BOE-B-2014-19425,BOE-B-2014-19425,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.93/13-2;"" PYO-503/13.",2014-05-31,2014,Contratación,Servicios,Contrato de servicios para la realización de los informes anuales de supervisión y seguimiento y control técnico y económico de los contratos de obras. Coeficiente de mayoración de la puntuación económica: 1.,Abierto,Sin definir,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"904.545,18 euros",904545.18,"646.749,80 euros",646749.8,"ALAUDA INGENIERÍA, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-19425,boe_sample.csv,166,15,False,
BOE-B-2014-19426,BOE-B-2014-19426,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.73/13-2;"" AC-528/13.",2014-05-31,2014,Contratación,Servicios,"Coordinación en materia de seguridad y salud, en las actuaciones de conservación y explotación en la Red de Carreteras del Estado en Galicia. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"670.348,32 euros",670348.32,"479.299,05 euros",479299.05,"APPLUS NORCONTROL, S.L.U.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-19426,boe_sample.csv,167,15,False,
BOE-B-2014-19429,BOE-B-2014-19429,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.139/13-6;"" AC-CA-40401.",2014-05-31,2014,Licitación,Servicios,"Asistencia técnica en asesoramiento y supervisión especializada en cálculos estructurales de proyecto, así como del procedimiento constructivo del puente sobre la Bahía de Cádiz, tramo atirantado, procedimiento dovelas izadas con carros de izado. Provincia de Cádiz.",Negociado con publicidad,Andalucía,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"99.986,66 euros",99986.66,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-19429,boe_sample.csv,168,15,False,
BOE-B-2014-20237,BOE-B-2014-20237,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,V-03/14-12.,2014-06-06,2014,Licitación,Servicios,"Servicio de dirección, control y vigilancia de las obras correspondientes al proyecto 03/14 de ampliación del abastecimiento a Cabezo de Torres y pedanías cercanas (Mu/Murcia). Fondos Feder 2007-2013. Programa Operativo de Murcia.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71520000 (Servicios de supervisión de obras).,"['71000000', '71520000']",True,"100.411,29 euros",100411.29,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20237,boe_sample.csv,169,16,True,reparada_desde_16_campos
BOE-B-2014-20334,BOE-B-2014-20334,MINISTERIO DE FOMENTO,Dirección General de Ferrocarriles,201330020.,2014-06-07,2014,Contratación,Servicios,Contrato de servicios para la redacción del Estudio Informativo de la línea ferroviaria Valencia-Alicante (Tren de la Costa) y Estudio de Viabilidad de la conexión ferroviaria de Torrevieja.,Abierto,Comunidad Valenciana,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311000 (Servicios de consultoría en ingeniería civil).,"['71000000', '71311000']",True,"1.075.760,00 euros",1075760.0,"689.193,01 euros",689193.01,"TRN INGENIERÍA Y PLANIFICACIÓN DE INFRAESTRUCTURAS, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20334,boe_sample.csv,170,15,False,
BOE-B-2014-20341,BOE-B-2014-20341,"MINISTERIO DE INDUSTRIA, ENERGÍA Y TURISMO","Junta de Contratación del Ministerio de Industria, Energía y Turismo.",J14.011.12.,2014-06-07,2014,Licitación,Servicios,"Servicio de apoyo para la medición, control y supervisión del espectro radioeléctrico.",Abierto,Sin definir,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71316000 (Servicios de consultoría en telecomunicaciones).,"['71000000', '71316000']",True,"2.108.475,00 euros",2108475.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20341,boe_sample.csv,171,16,True,reparada_desde_16_campos
BOE-B-2014-20742,BOE-B-2014-20742,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.47/14-6;"" SS-S-002.",2014-06-10,2014,Licitación,Servicios,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Cantabria. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Cantabria,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311100 (Servicios de asistencia en ingeniería civil).,"['71000000', '71311100']",True,"252.997,06 euros",252997.06,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20742,boe_sample.csv,172,15,False,
BOE-B-2014-20743,BOE-B-2014-20743,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.32/14-6;"" 12-SA-4340.T.",2014-06-10,2014,Licitación,Servicios,"Control y vigilancia de las obras: Autovía de Castilla A-62. Tramo: Fuentes de Oñoro-Frontera Portuguesa. Provincia de Salamanca. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71311210 (Servicios de consultoría en materia de carreteras).,"['71000000', '71311210']",True,"1.007.930,00 euros",1007930.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20743,boe_sample.csv,173,15,False,
BOE-B-2014-20757,BOE-B-2014-20757,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,V-11/12-13.,2014-06-10,2014,Contratación,Servicios,Servicio destinado a la realización de análisis de aguas de consumo humano procedentes de los depósitos de varios núcleos y potabilizadoras en la zona 5.ª durante el período de mayo 2013 a abril 2015.,Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71900000 (Servicios de laboratorio).,"['71000000', '71900000']",True,"790.578,43 euros",790578.43,"400.815,36 euros",400815.36,"LABAQUA, S.A.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20757,boe_sample.csv,174,16,True,reparada_desde_16_campos
BOE-B-2014-20767,BOE-B-2014-20767,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,V-07/12-21.,2014-06-10,2014,Contratación,Servicios,"Servicio de dirección, control y vigilancia de las obras correspondientes al proyecto 07/12 de renovación del canal de Murcia segregación tramo I-Hms 0 al 45 (Mu/Molina de Segura). Programa Cohesión Feder 2007-2013.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71520000 (Servicios de supervisión de obras).,"['71000000', '71520000']",True,"210.281,61 euros",210281.61,"115.676,00 euros",115676.0,"INCIMUR INGENIERÍA, S.L.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20767,boe_sample.csv,175,16,True,reparada_desde_16_campos
BOE-B-2014-20768,BOE-B-2014-20768,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",Confederación Hidrográfica del Duero,452-A.611.13.03/2013.,2014-06-10,2014,Contratación,Servicios,"Servicio para la explotación parcial de los programas de seguimiento de las masas de agua superficiales de las categorías ""ríos"", ""lagos"" y ""embalses"", en aplicación del artículo 8 de la Directiva Marco del Agua en la cuenca hidrográfica del Duero.",Abierto,Sin definir,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71356200 (Servicios de asistencia técnica).,"['71000000', '71356200']",True,"1.651.037,34 euros",1651037.34,"501.076,81 euros",501076.81,"Denga, S.A., e Investigación y Proyectos Medioambiente, S.L. (IPROMA).",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20768,boe_sample.csv,176,16,True,reparada_desde_16_campos
BOE-B-2014-20799,BOE-B-2014-20799,ADMINISTRACIÓN LOCAL,Diputación Foral de Gipuzkoa.,No disponible,2014-06-10,2014,Licitación,Servicios,No disponible,Abierto,Principado de Asturias,"45000000 Trabajos de construcción 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",45233141-9.,"['45000000', '71000000', '45233141']",True,"10.710.832,88 euros",10710832.88,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20799,boe_sample.csv,177,15,False,
BOE-B-2014-20800,BOE-B-2014-20800,ADMINISTRACIÓN LOCAL,Diputación Foral de Gipuzkoa.,No disponible,2014-06-10,2014,Licitación,Servicios,No disponible,Abierto,País Vasco,"45000000 Trabajos de construcción 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",45233141-9.,"['45000000', '71000000', '45233141']",True,"22.888.578,82 euros",22888578.82,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20800,boe_sample.csv,178,15,False,
BOE-B-2014-20801,BOE-B-2014-20801,ADMINISTRACIÓN LOCAL,Diputación Foral de Gipuzkoa.,No disponible,2014-06-10,2014,Licitación,Servicios,No disponible,Abierto,País Vasco,"45000000 Trabajos de construcción 71000000 Servicios de arquitectura, construcción, ingeniería e inspección",45233141-9.,"['45000000', '71000000', '45233141']",True,"21.872.839,44 euros",21872839.44,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-20801,boe_sample.csv,179,15,False,
BOE-B-2014-21519,BOE-B-2014-21519,MINISTERIO DE JUSTICIA,Subsecretaría del Ministerio de Justicia,131PD120.,2014-06-16,2014,Contratación,Servicios,Redacción del proyecto y dirección de las obras de construcción de la primera fase del Campus de Justicia de Valladolid.,Abierto,Castilla y León,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección","71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],True,"889.386,34 euros",889386.34,"562.650,00 euros",562650.0,"MILLA, MIRA Y NAVARRO ARQUITECTOS, S.L.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-21519,boe_sample.csv,180,15,False,
BOE-B-2014-21557,BOE-B-2014-21557,ADMINISTRACIÓN LOCAL,Ayuntamiento de Redondela.,No disponible,2014-06-16,2014,Licitación,Servicios,No disponible,Abierto,Galicia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71240000-2.,"['71000000', '71240000']",True,544.500.00 euros,54450000.0,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-21557,boe_sample.csv,181,15,False,
BOE-B-2014-21732,BOE-B-2014-21732,MINISTERIO DEL INTERIOR,Dirección General de Tráfico,0100DGT22865.,2014-06-17,2014,Contratación,Servicios,Servicio de coordinación en materia de Seguridad y Salud durante la ejecución de obras e instalaciones para la gestión del tráfico.,Abierto,Sin definir,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71317210 (Servicios de consultoría en salud y seguridad).,"['71000000', '71317210']",True,"600.000,00 euros",600000.0,"363.000,00 euros",363000.0,"Ingeniería y Prevención de Riesgos, SL.",https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-21732,boe_sample.csv,182,15,False,
BOE-B-2014-21736,BOE-B-2014-21736,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.64/14-2;"" 51-BA-0303.",2014-06-17,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la carretera N-432 convencional, de Badajoz a Granada, entre los pp.kk. 0,00 (Badajoz) al 69,400 y sus tramos residuales. Carretera N-435 convencional, de Badajoz a Huelva, entre los pp.kk. 22,530 (La Albuera) al 104,410 (Límite Provincia con Huelva), y sus tramos residuales. Provincia de Badajoz. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,Extremadura,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"6.723.562,08 euros",6723562.08,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-21736,boe_sample.csv,183,15,False,
BOE-B-2014-21737,BOE-B-2014-21737,MINISTERIO DE FOMENTO,Dirección General de Carreteras.,"30.69/14-2;"" 51-MU-0306.",2014-06-17,2014,Licitación,Servicios,"Ejecución de diversas operaciones de conservación y explotación en la A-30, pp.kk. 151,0000 al 193,0260 (Puerto de la Cadena-Cartagena); MU-31, pp.kk. 0, 0000 al 5, 0566 (Enlace MU-30-Enlace A-30); CT-32, pp.kk. 2, 0710 al 9, 0130 (Enlace CT-34-Enlace AP-7R); CT-33, pp.kk. 0, 0000 al 2, 0330 (Enlace A-30-Puerto de Cartagena); CT-34, pp.kk. 0, 0000 al 9, 0130 (Enlace A-30-Int. N-343); N-343, pp.kk. 9, 0130 al 9, 0730 (Int. CT-34-Escombreras); N-345, pp.kk. 0, 000 al 7, 0390 (Int. N-332a-Portman); N-301A, pp.kk. 426, 0000 al 428, 0000 (Inicio tramo-Fin tramo); N-332A, pp.kk. 35, 0237 al 38, 0800 (Inicio tramo-Enlace AP-7N);"" N-343A, pp.kk. 3, 0500 al 6, 0450 (Enlace CT-34-Enlace CT-34). Provincia de Murcia. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,Región de Murcia,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71300000 (Servicios de ingeniería).,"['71000000', '71300000']",True,"9.046.170,88 euros",9046170.88,No disponible,,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2014-21737,boe_sample.csv,184,42,True,reparada_desde_42_campos
