candidate_class,match_strategy,source_left,source_right,contract_key_left,contract_key_right,source_record_id_left,source_record_id_right,buyer_left,buyer_right,date_left,date_right,title_left,title_right,amount_left,amount_right,diagnostic_key
weak_candidate,buyer_title_amount,place,opentender,PA358/23|A03024005,75D2AE3A547E45AF9F8E5F6347666347|CONSEJODEADMINISTRACIONDEGESTIONDEINFRAESTRUCTURASSANITARIASDELPRINCIPADODEASTURIASSAU|20240105,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/13681501,75d2ae3a-547e-45af-9f8e-5f6347666347,"Consejo de Administración de Gestión de Infraestructuras Sanitarias del Principado de Asturias, S.A.U.","Consejo de Administración de Gestión de Infraestructuras Sanitarias del Principado de Asturias, S.A.U.",,2024-01-05T00:00:00.000Z,"Servicio de validación periódica, análisis de bioseguridad y biodescontaminación ambiental de áreas críticas del Hospital Universitario Central de Asturias y del Hospital Vital Álvarez Buylla de Mieres.","Servicio de validación periódica, análisis de bioseguridad y biodescontaminación ambiental de áreas críticas del Hospital Universitario Central de Asturias y del Hospital Vital Álvarez Buylla de Mieres.",337590.0,337590.0,buyer_title_amount|CONSEJODEADMINISTRACIONDEGESTIONDEINFRAESTRUCTURASSANITARIASDELPRINCIPADODEASTURIASSAU|SERVICIODEVALIDACIONPERIODICAANALISISDEBIOSEGURIDADYBIODESCONTAMINACIONAMBIENTALDEAREASCRITICASDELHOSPITALUNIVERSITARIOC|337590
weak_candidate,buyer_title_amount,place,opentender,PA385/23|A03024005,75D2AE3A547E45AF9F8E5F6347666347|CONSEJODEADMINISTRACIONDEGESTIONDEINFRAESTRUCTURASSANITARIASDELPRINCIPADODEASTURIASSAU|20240105,https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/14081957,75d2ae3a-547e-45af-9f8e-5f6347666347,"Consejo de Administración de Gestión de Infraestructuras Sanitarias del Principado de Asturias, S.A.U.","Consejo de Administración de Gestión de Infraestructuras Sanitarias del Principado de Asturias, S.A.U.",,2024-01-05T00:00:00.000Z,"Servicio de validación periódica, análisis de bioseguridad y biodescontaminación ambiental de áreas críticas del Hospital Universitario Central de Asturias y del Hospital Vital Álvarez Buylla de Mieres.","Servicio de validación periódica, análisis de bioseguridad y biodescontaminación ambiental de áreas críticas del Hospital Universitario Central de Asturias y del Hospital Vital Álvarez Buylla de Mieres.",337590.0,337590.0,buyer_title_amount|CONSEJODEADMINISTRACIONDEGESTIONDEINFRAESTRUCTURASSANITARIASDELPRINCIPADODEASTURIASSAU|SERVICIODEVALIDACIONPERIODICAANALISISDEBIOSEGURIDADYBIODESCONTAMINACIONAMBIENTALDEAREASCRITICASDELHOSPITALUNIVERSITARIOC|337590
