contract_key_canon,source,source_record_id,source_dataset,buyer_name,buyer_id,supplier_name,supplier_id,contract_title,procedure,publication_date,award_date,estimated_value_eur,awarded_value_eur,cpv_codes_raw,cpv_code_list,source_file
NODISPONIBLEAYUNTAMIENTODELAANTEIGLESIADEABADINO20140731,boe,BOE-B-2014-27785,boe_2014_2024,Ayuntamiento de la Anteiglesia de Abadiño.,ADMINISTRACIÓN LOCAL,No disponible,,No disponible,Abierto,2014-07-31 00:00:00,,302500.0,,No disponible,['71000000'],boe_sample.csv
30125/13251LU0104DIRECCIONGENERALDECARRETERAS20140802,boe,BOE-B-2014-28007,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"ACCIONA MANTENIMIENTO DE INFRAESTRUCTURAS, S.A.",,Acuerdo por el que se autoriza la celebración del contrato de servicios para la ejecución de diversas operaciones de conservación y explotación en el sector LU-1. Provincia de Lugo. Ponderación técnica: 30. Ponderación económica: 70.,Abierto,2014-08-02 00:00:00,,10123786.28,7540196.02,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3052/132AC518/13DIRECCIONGENERALDECARRETERAS20140804,boe,BOE-B-2014-28212,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"AECOM INOCSA, S.L.U.",,"Responsable de seguridad en fase de explotación para los túneles existentes en la Red de Carreteras del Estado en Aragón, excepto túnel de Somport. Coeficiente de mayoración de la puntuación económica: 1,50.",Abierto,2014-08-04 00:00:00,,286828.08,192031.4,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
452A6111111/2013CONFEDERACIONHIDROGRAFICADELDUERO20140805,boe,BOE-B-2014-28419,boe_2014_2024,Confederación Hidrográfica del Duero.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","Inypsa Informes y Proyectos, S.A. y Egain, S.A.",,"Servicios a la dirección facultativa en la vigilancia y control de las obras de mejora de las instalaciones actuales y eliminación de nutrientes de las estaciones depuradoras de aguas residuales de Cantalejo, Arévalo, Peñaranda de Bracamonte y el Barco de Ávila.",Abierto,2014-08-05 00:00:00,,365629.88,195324.96,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
NODISPONIBLEDIPUTACIONFORALDEGIPUZKOA20140805,boe,BOE-B-2014-28480,boe_2014_2024,Diputación Foral de Gipuzkoa.,ADMINISTRACIÓN LOCAL,No disponible,,No disponible,Abierto,2014-08-05 00:00:00,,1606272.0,,71311210-6.,['71000000' '71311210'],boe_sample.csv
FP118200/0311PRESIDENCIADELACONFEDERACIONHIDROGRAFICADELJUCAR20140807,boe,BOE-B-2014-28809,boe_2014_2024,Presidencia de la Confederación Hidrográfica del Júcar.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,Asistencia técnica para la redacción del proyecto de primera fase de la adecuación al reglamento técnico sobre seguridad de presas y embalses de la presa de Alcora (Castellón).,Abierto,2014-08-07 00:00:00,,124955.95,,71310000 (Servicios de consultoría en ingeniería y construcción).,['71000000' '71310000'],boe_sample.csv
FP126050/0311PRESIDENCIADELACONFEDERACIONHIDROGRAFICADELJUCAR20140807,boe,BOE-B-2014-28810,boe_2014_2024,Presidencia de la Confederación Hidrográfica del Júcar.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Asistencia técnica para la redacción del proyecto de ""Primera fase de la adecuación al reglamento técnico sobre seguridad de presas y embalses de la presa de Ulldecona"".",Abierto,2014-08-07 00:00:00,,132826.61,,71310000 (Servicios de consultoría en ingeniería y construcción).,['71000000' '71310000'],boe_sample.csv
3079/14251CU0204DIRECCIONGENERALDECARRETERAS20140809,boe,BOE-B-2014-29114,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en las carreteras: N-420, pp.kk. 321,070 al 432,440; N-420a, pp.kk. 382, 550 al 386, 220; N-301, pp.kk. 134, 400 al 193, 859;"" N-310, pp.kk. 145, 000 al 174, 158. Provincia de Cuenca. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,2014-08-09 00:00:00,,8873620.76,,71300000 (Servicios de ingeniería).,['50200000' '71000000' '71300000'],boe_sample.csv
FP118201/0311PRESIDENCIADELACONFEDERACIONHIDROGRAFICADELJUCAR20140809,boe,BOE-B-2014-29122,boe_2014_2024,Presidencia de la Confederación Hidrográfica del Júcar.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Asistencia técnica para la redacción del ""Proyecto de primera fase de la adecuación al reglamento técnico sobre seguridad de presas y embalses de la presa de Sichar (Castellón)"".",Abierto,2014-08-09 00:00:00,,126060.27,,71310000 (Servicios de consultoría en ingeniería y construcción).,['71000000' '71310000'],boe_sample.csv
FPOPH015/2014PRESIDENCIADELACONFEDERACIONHIDROGRAFICADELJUCAR20140809,boe,BOE-B-2014-29123,boe_2014_2024,Presidencia de la Confederación Hidrográfica del Júcar.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Trabajos de medida de piezometría, hidrometría e intrusión marina de la red oficial de control de aguas subterráneas en la demarcación hidrográfica del Júcar.",Abierto,2014-08-09 00:00:00,,132328.0,,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3012213251TE0404DIRECCIONGENERALDECARRETERAS20140812,boe,BOE-B-2014-29469,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"ALVAC, S.A., e IDESER, S.A.U. (UTE).",,"Ejecución de diversas operaciones de conservación y explotación en las carreteras. N-232, entre los pp.kk. 83,729 y 186,799; N-420, entre los pp.kk. 753, 170 y 781, 357; N-211, entre los pp.kk. 243, 585 y 259, 100;"" N-211, entre los pp.kk. 164, 850 y 240, 650. Provincia de Teruel. Ponderación técnica: 30. Ponderación económica: 70.",Abierto,2014-08-12 00:00:00,,8475541.2,6257492.06,71300000 (Servicios de ingeniería).,['50200000' '71000000' '71300000'],boe_sample.csv
452A6111002/2013CONFEDERACIONHIDROGRAFICADELDUERO20140828,boe,BOE-B-2014-30484,boe_2014_2024,Confederación Hidrográfica del Duero.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","AUSCULTACIÓN Y TALLER DE INGENIERÍA, S.A.",,"Asistencia técnica a la gestión del sistema de auscultación y a la explotación de las presas: El Pontón Alto, Castro de las Cogotas, Linares del Arroyo y San José.",Abierto,2014-08-28 00:00:00,,824654.13,413151.72,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
452A6111005/2013CONFEDERACIONHIDROGRAFICADELDUERO20140828,boe,BOE-B-2014-30485,boe_2014_2024,Confederación Hidrográfica del Duero,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","ATI Auscultación y Taller de Ingeniería, S.A.",,"Asistencia técnica a la gestión de los sistemas de auscultación y a la explotación de las presas de Santa Teresa, Villagonzalo, Irueña, Águeda, Riolobos y El Milagro.",Abierto,2014-08-28 00:00:00,,941252.49,471567.49,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
452A6111006/2013CONFEDERACIONHIDROGRAFICADELDUERO20140829,boe,BOE-B-2014-30548,boe_2014_2024,Confederación Hidrográfica del Duero.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","UTE Estudios de Ingeniería Civil, S.L. y Ayesa Ingenería y Arquitectura, S.A.U.",,"Asistencia técnica a la gestión del sistema de auscultación y a la explotación de las presas de Barrios de Luna, Villameca, Selga de Ordás, Benamarias, Valdesamario y Azud de Santa Marina.",Abierto,2014-08-29 00:00:00,,832859.89,469090.62,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
30124/13251GR0305DIRECCIONGENERALDECARRETERAS20140906,boe,BOE-B-2014-30998,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"ASFALTOS Y CONSTRUCCIONES ELSAN, S.A.",,Ejecución de diversas operaciones de conservación y explotación en los sectores GR-3 y GR-1. Provincia de Granada. Ponderación técnica: 30. Ponderación económica: 70.,Abierto,2014-09-06 00:00:00,,13740279.44,10081243.02,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
30128/13251P0205DIRECCIONGENERALDECARRETERAS20140906,boe,BOE-B-2014-30999,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"CONSTRUCCIONES Y OBRAS LLORENTE, S.A., y CONSERVACIÓN DE VIALES, S.A.U. (UTE).",,Ejecución de diversas operaciones de conservación y explotación en el sector P-2. Provincia de Palencia. Ponderación técnica: 30. Ponderación económica: 70.,Abierto,2014-09-06 00:00:00,,12214544.12,8557509.61,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
30129/13251A0404DIRECCIONGENERALDECARRETERAS20140906,boe,BOE-B-2014-31000,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"ACEINSA MOVILIDAD, S.A., y PAVASAL EMPRESA CONSTRUCTORA, S.A. (UTE).",,Ejecución de diversas operaciones de conservación y explotación en los anteriores sectores de conservación sector A-3 y sector A-4. Provincia de Alicante. Ponderación técnica: 30. Ponderación económica: 70.,Abierto,2014-09-06 00:00:00,,17697909.68,12446939.88,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección) y 71300000 (Servicios de ingeniería).",['71000000' '71300000'],boe_sample.csv
004/14SPRESIDENCIADELACONFEDERACIONHIDROGRAFICADELEBRO20140906,boe,BOE-B-2014-31004,boe_2014_2024,Presidencia de la Confederación Hidrográfica del Ebro.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","Ofiteco, S.A.",,Gestión anual de la seguridad de las presas de titularidad estatal de la Confederación Hidrográfica del Ebro. Año Hidrológico 2013-2014.,Abierto,2014-09-06 00:00:00,,706946.28,643741.44,71311000 (Servicios de consultoría en ingeniería civil).,['71000000' '71311000'],boe_sample.csv
3093/14251M0106DIRECCIONGENERALDECARRETERAS20140913,boe,BOE-B-2014-31659,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en las carreteras: A-1, Autovía del Norte, desde pk. 12,000 al 101,000. Tramo: Nudo M-40-Santo Tomé del Puerto; N-320 desde pk. 317, 000 al 341, 200. Tramo: L.P. Guadalajara-Venturada; A-1a desde pk. 40, 700 al 46, 600. Acceso y travesía El Molar; N-Ia desde pk. 55, 000 al 57, 000. Acceso Cabanillas; N-Ia desde pk. 72, 000 al 77, 500. Acceso y travesía de Buitrago; N-Ia desde pk. 91, 100 al 93, 400. Acceso y travesía Somosierra;"" N-Ia desde pk. 98, 700 al 100, 000. Acceso y travesía Santo Tomé y N-Ia desde pk. 92, 600 al 95, 900. Vía de servicio Somosierra. Provincia de Madrid. Ponderación técnica: 0, 30. Ponderación económica: 0, 70.",Abierto,2014-09-13 00:00:00,,66358821.6,,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3072/14251SG0204DIRECCIONGENERALDECARRETERAS20140913,boe,BOE-B-2014-31660,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en la N-110, pk. 90,200 al 128,500 L.P. Soria-A-1 (Cerezo de Abajo); N-110, pk. 134, 700 al 187, 800 A-1 (Santo Tomé del Puerto)-La Lastrilla; Enlace 1, pk. 95, 880 Ayllón y conexión con CL-114; Enlace 2, pk. 99, 350 Sta. Mª de Riaza-Ayllón; N-110a, pk. 138, 600 al 140, 200 Travesía de Sigueruelo; N-110a, pk. 152, 800 al 154, 500 Travesías de Matabuena y Matamala; N-110a, pk. 95, 800 al 99, 400 Travesía de Ayllón; N-Ia, pk. 101, 200 al 103, 700 Travesía de Cerezo de Abajo; N-Ia, pk. 109, 200 al 110, 500 Travesía de Castillejo de Mesleón; N-Ia, pk. 130, 300 al 131, 300 Travesía de Carabias; SGF-7133, pk. 0, 000 al 9, 300 CL-601 al Palacio de Riofrío; Robledo pk. 0, 000 al 4, 900 SGF-7133 Valsaín; SG-20 pk. 0, 000 al 15, 600 CL-601 (Norte)-N-110 (Sur); SG-20 pk. 8, 700 al 10, 700 CL-610 (Sur)-AP-61 (Tramo de doble calzada); Enlace 1 pk. 0, 640 CL-601 (Norte); Enlace 2 pk. 2, 600 N-110 (Norte); Enlace 3 pk. 4, 850 SG-V-6123; Enlace 4 pk. 7, 800 CL-601 (Sur); Enlace 5 pk. 10, 860 AP-61;"" Enlace 6 pk. 13, 795 N-110 (Sur). Provincia de Segovia. Ponderación técnica: 0.30. Ponderación económica: 0, 70.",Abierto,2014-09-13 00:00:00,,9899998.76,,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3091/14251CO0105DIRECCIONGENERALDECARRETERAS20140913,boe,BOE-B-2014-31661,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en las carreteras: N-432 de Badajoz a Granada, pk. 160,000 al 224,200, del pk. 224,200 al 266,000, del pk. 276,000 al 306,500 y del pk. 306,500 al 352,240. Tramos: Límite de provincia de Badajoz-Enlace con la N-502 (Espiel); Espiel-Córdoba; Córdoba-Espejo y Espejo-Límite de provincia Jaén. Tramos de la N-432(a);"" CO-31 acceso norte a Córdoba, del pk. 266, 000 al 269, 100 y N-502 de Ávila a Córdoba, del pk. 328, 000 al 392, 200. Tramo: Límite de provincia con Ciudad Real-Enlace con la N-432 (Espiel). Provincia de Córdoba. Ponderación técnica: 0, 30. Ponderación económica: 0, 70.",Abierto,2014-09-13 00:00:00,,11650323.92,,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
30130/1351MA0105DIRECCIONGENERALDECARRETERAS20140913,boe,BOE-B-2014-31666,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"Mantenimiento de Infraestructuras, S.A."".",,Ejecución de diversas operaciones de conservación y explotación en el sector MA-1. Provincia de Málaga. Ponderación técnica: 30. Ponderación económica: 70.,Abierto,2014-09-13 00:00:00,,21548407.84,15374788.99,71300000 (Servicios de ingeniería).,['45000000' '71000000' '71300000'],boe_sample.csv
452A6110107/2014CONFEDERACIONHIDROGRAFICADELDUERO20140913,boe,BOE-B-2014-31684,boe_2014_2024,Confederación Hidrográfica del Duero.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Coordinación de seguridad y salud en obras de la Dirección Técnica. 2014-2016"".",Abierto,2014-09-13 00:00:00,,407555.06,,71317210-8.,['71000000' '71317210'],boe_sample.csv
0100DGT24372DIRECCIONGENERALDETRAFICO20140916,boe,BOE-B-2014-32016,boe_2014_2024,Dirección General de Tráfico.,MINISTERIO DEL INTERIOR,No disponible,,Servicio para la elaboración de estudios e informes técnicos relativos a la circulación y la gestión de la información del Centro de Gestión de Tráfico de Madrid.,Abierto,2014-09-16 00:00:00,,1997932.0,,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3056/132AC522/13DIRECCIONGENERALDECARRETERAS20140916,boe,BOE-B-2014-32019,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"GPYO INGENIERÍA Y URBANISMO, S.L. Y GPO INGENIERÍA, S.A. (UTE).",,"Responsable de seguridad en fase de explotación para los túneles existentes en la Red de Carreteras del Estado en Cataluña. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-09-16 00:00:00,,604758.0,416937.44,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
452A6111003/2014CONFEDERACIONHIDROGRAFICADELDUERO20140918,boe,BOE-B-2014-32295,boe_2014_2024,Confederación Hidrográfica del Duero.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Programa de vigilancia ambiental de la fase de explotación de la presa de Irueña (Salamanca)"".",Abierto,2014-09-18 00:00:00,,86313.37,,71311100-2.,['71000000' '71311100'],boe_sample.csv
452A6111306/2014CONFEDERACIONHIDROGRAFICADELDUERO20140918,boe,BOE-B-2014-32296,boe_2014_2024,Confederación Hidrográfica del Duero.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Control y seguimiento de los vertidos de aguas residuales en la cuenca del Duero"".",Abierto,2014-09-18 00:00:00,,1055086.73,,71356200-0.,['71000000' '71356200'],boe_sample.csv
J1402412JUNTADECONTRATACIONDELMINISTERIODEINDUSTRIAENERGIAYTURISMO20140920,boe,BOE-B-2014-32565,boe_2014_2024,"Junta de Contratación del Ministerio de Industria, Energía y Turismo .","MINISTERIO DE INDUSTRIA, ENERGÍA Y TURISMO",No disponible,,Servicio de consultoría y asistencia técnica para la realización de tareas de apoyo a la supervisión y control de los prestadores de servicios electrónicos de confianza.,Abierto,2014-09-20 00:00:00,,1377910.74,,71316000 (Servicios de consultoría en telecomunicaciones).,['71000000' '71316000'],boe_sample.csv
NODISPONIBLEDIPUTACIONFORALDEGIPUZKOA20140920,boe,BOE-B-2014-32632,boe_2014_2024,Diputación Foral de Gipuzkoa.,ADMINISTRACIÓN LOCAL,No disponible,,No disponible,Abierto,2014-09-20 00:00:00,,298870.0,,71311210-6.,['71000000' '71311210'],boe_sample.csv
3080/14251H0204DIRECCIONGENERALDECARRETERAS20140922,boe,BOE-B-2014-32772,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en las carreteras: N-433 pk 35,6 al 155,3 y N-435 pk 104,3 al 169,2. Provincia de Huelva. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-09-22 00:00:00,,7780095.56,,71300000 (servicios de ingeniería).,['50200000' '71000000' '71300000'],boe_sample.csv
3063/14251BA0204DIRECCIONGENERALDECARRETERAS20140922,boe,BOE-B-2014-32773,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en las carreteras: Autovía Ruta de la Plata A-66 desde el pk 598,300 (L.P. Badajoz-Cáceres) hasta el pk 618,600 (Mérida) y desde el pk 625,000 (Mérida) hasta el pk 687,700 (Zafra). Carretera N-630 convencional, de Gijón al Puerto de Sevilla, entre los pk 598,145 (L.P. Cáceres) hasta el pk 621,000 (Intersección con N-V), desde el 625,200 (Intersección con N-V) al 647,400 (Almendralejo) y desde el pk 652,890 (Almendralejo) hasta el pk 684,200 (Zafra), y sus tramos residuales. Provincia de Badajoz. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-09-22 00:00:00,,9275738.76,,71300000 (servicios de ingeniería).,['50200000' '71000000' '71300000'],boe_sample.csv
302/14251TO0306DIRECCIONGENERALDECARRETERAS20140922,boe,BOE-B-2014-32774,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en las carreteras: A-42 del p.k. 30,530 (L.P. Madrid) al p.k. 77,470; N-401 del p.k. 78, 930 al 149, 088 (L.P. Ciudad Real);"" N-401a: T.M. de Villaluenga del p.k. 49, 997 al 50, 296, T.M. Cabañas de la Sagra del p.k. 54, 662 al 55, 163, Travesía Ajofrín del p.k. 90, 970 al 94, 040, Travesía de Sonseca del p.k. 96, 490 al 98, 690 y T.M. de Orgaz del p.k. 107, 525 al 111, 352. Provincia de Toledo. Ponderación técnica: 0, 30. Ponderación económica: 0, 70.",Abierto,2014-09-22 00:00:00,,11210854.9,,71300000 (Servicios de ingeniería).,['50200000' '71000000' '71300000'],boe_sample.csv
V07/1403COMITEEJECUTIVODELAMANCOMUNIDADDELOSCANALESDELTAIBILLA20140922,boe,BOE-B-2014-32778,boe_2014_2024,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Servicio de redacción, gestión y supervisión de obras para el servicio electromecánico de la Mancomunidad de los Canales del Taibilla. 2015-2016. (Va/Varios).",Abierto,2014-09-22 00:00:00,,362546.59,,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
V05/1301COMITEEJECUTIVODELAMANCOMUNIDADDELOSCANALESDELTAIBILLA20140922,boe,BOE-B-2014-32783,boe_2014_2024,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","INGENIERÍA DE AGUA Y TERRITORIO (INATE), S.L."".",,Servicio de elaboración de estudios e informes hidráulicos y estructurales para el área de proyectos y obras.,Abierto,2014-09-22 00:00:00,,539842.92,319999.02,71310000 (servicios de consultoría en ingeniería y construcción).,['71000000' '71310000'],boe_sample.csv
54/14/01JUNTADECONTRATACIONDELMINISTERIODEHACIENDAYADMINISTRACIONESPUBLICAS20140923,boe,BOE-B-2014-32944,boe_2014_2024,Junta de Contratación del Ministerio de Hacienda y Administraciones Públicas.,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,No disponible,,Servicio de seguridad y salud de las obras de rehabilitación del antiguo edificio del Banco de España en Pamplona.,Abierto,2014-09-23 00:00:00,,20902.28,,71317200 (Servicios de salud y seguridad).,['71000000' '71317200'],boe_sample.csv
68/14/01JUNTADECONTRATACIONDELMINISTERIODEHACIENDAYADMINISTRACIONESPUBLICAS20140923,boe,BOE-B-2014-32945,boe_2014_2024,Junta de Contratación del Ministerio de Hacienda y Administraciones Públicas.,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,No disponible,,"Servicio de seguridad y salud de las obras de rehabilitación del antiguo edificio del Banco de España en Calle Nueva, 1 de Toledo.",Abierto,2014-09-23 00:00:00,,20064.0,,71317200 (Servicios de salud y seguridad).,['71000000' '71317200'],boe_sample.csv
3078/14251CC0404DIRECCIONGENERALDECARRETERAS20140923,boe,BOE-B-2014-32954,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en la A-58, Autovía de Trujillo a Cáceres, entre los pp.kk. 0,000 y 45,527 y N-521, convencional, de Trujillo a Portugal por Valencia de Alcántara, entre los pp.kk. 0,000 y 152,170 y sus tramos residuales. Provincia de Cáceres. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-09-23 00:00:00,,9398088.2,,71300000 (Servicios de ingeniería).,['50200000' '71000000' '71300000'],boe_sample.csv
3092/14251HU0504DIRECCIONGENERALDECARRETERAS20140923,boe,BOE-B-2014-32955,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Ejecución de diversas operaciones de conservación y explotación en la N-330 de Alicante a Francia por Zaragoza, pp.kk. 666,765 al 671,524 y RN-134, pp.kk. 117,066 al 119,914. Provincia de Huesca. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-09-23 00:00:00,,18492290.12,,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
16314004ORGANISMOAUTONOMOPARQUESNACIONALES20140927,boe,BOE-B-2014-33575,boe_2014_2024,Organismo Autónomo Parques Nacionales,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","San Juan Arquitectura, S.L.",,"Servicio de dirección de obra, dirección de ejecución y coordinación de seguridad y salud de la obra de construcción del Centro de Visitantes del Parque Nacional de Picos de Europa en Posada de Valdeón (León).",Abierto,2014-09-27 00:00:00,,269751.75,107690.0,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
16314003ORGANISMOAUTONOMOPARQUESNACIONALES20140927,boe,BOE-B-2014-33576,boe_2014_2024,Organismo Autónomo Parques Nacionales,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","UTE TECOPY, S.A./DAVID ANDRES MORO.",,"Servicio de dirección de obra, dirección de ejecución y coordinación de seguridad y salud de la obra de construcción del Centro de Información La Fonseya, Parque Nacional de los Picos de Europa, en Oseja de Sajambre (León).",Abierto,2014-09-27 00:00:00,,221520.64,89820.2,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
V05/1401COMITEEJECUTIVODELAMANCOMUNIDADDELOSCANALESDELTAIBILLA20140927,boe,BOE-B-2014-33577,boe_2014_2024,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,Servicio de asistencia técnica para la gestión de expedientes de inversión cofinanciados con fondos europeos (Mu/Cartagena). Programa Cohesión Feder 2007-2013.,Abierto,2014-09-27 00:00:00,,141333.85,,71541000 (Servicios de gestión de proyectos de construcción).,['71000000' '71541000'],boe_sample.csv
V11/1313COMITEEJECUTIVODELAMANCOMUNIDADDELOSCANALESDELTAIBILLA20140927,boe,BOE-B-2014-33582,boe_2014_2024,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","Agua y Estructuras, S.A. (AYESA).",,Servicio de inspección y vigilancia de la explotación de las plantas desalinizadoras de San Pedro II y Alicante II. 5º Año.,Abierto,2014-09-27 00:00:00,,434061.85,257276.48,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
NODISPONIBLEUNIVERSITATPOLITECNICADEVALENCIA20140927,boe,BOE-B-2014-33644,boe_2014_2024,Universitat Politècnica de Valencia.,UNIVERSIDADES,No disponible,,No disponible,Abierto,2014-09-27 00:00:00,,229899.99,,71314300-5 Servicios de consultoría en rendimiento energético.,['71000000' '71314300'],boe_sample.csv
FPCAG001/2013PRESIDENCIADELACONFEDERACIONHIDROGRAFICADELJUCAR20141003,boe,BOE-B-2014-34411,boe_2014_2024,Presidencia de la Confederación Hidrográfica del Júcar.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE","Initec Infraestructuras, S.A.U.",,"Servicios para el análisis de la documentación técnica, geográfica y jurídica de solicitudes de obras, instalaciones y actuaciones en zonas de dominio público hidráulico y de policía de los cauces del ámbito de gestión de la Confederación Hidrográfica del Júcar. TTMM varios.",Abierto,2014-10-03 00:00:00,,264420.24,134622.01,71313000 (Servicios de consultoría en ingeniería ambiental).,['71000000' '71313000'],boe_sample.csv
14138DIRECCIONGENERALDELINSTITUTOGEOGRAFICONACIONAL20141009,boe,BOE-B-2014-35206,boe_2014_2024,Dirección General del Instituto Geográfico Nacional.,MINISTERIO DE FOMENTO,No disponible,,"Servicio para asegurar la integridad del MDT LIDAR con la red hidrográfica en las cuencas del Guadiana, Guadalquivir, Júcar, Segura y del Tajo.",Abierto,2014-10-09 00:00:00,,165083.99,,71354000 (Servicios de cartografía).,['71000000' '71354000'],boe_sample.csv
PO1326PRESIDENCIADELAAUTORIDADPORTUARIADEBALEARES20141009,boe,BOE-B-2014-35207,boe_2014_2024,Presidencia de la Autoridad Portuaria de Baleares.,MINISTERIO DE FOMENTO,No disponible,,"A.T. para la redacción de proyectos relativos al epígrafe obras varias y menores del plan de inversiones para las anualidades de 2015, 2016 Y 2017.",Abierto,2014-10-09 00:00:00,,300000.0,,71356200 (Servicios de asistencia técnica).,['71000000' '71356200'],boe_sample.csv
