contract_key_canon,source,source_record_id,source_dataset,buyer_name,buyer_id,supplier_name,supplier_id,contract_title,procedure,publication_date,award_date,estimated_value_eur,awarded_value_eur,cpv_codes_raw,cpv_code_list,source_file
3051/14612MU5593DIRECCIONGENERALDECARRETERAS20140429,boe,BOE-B-2014-15243,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Autovía A-33, Cieza-Fuente de la Higuera. Tramo: Enlace N-344 a Jumilla-Enlace con C-3223 a Yecla. Subtramo 3. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-04-29 00:00:00,,1007930.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3043/146MAMU002DIRECCIONGENERALDECARRETERAS20140429,boe,BOE-B-2014-15244,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Murcia. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-04-29 00:00:00,,567615.17,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3036/14625B4860DIRECCIONGENERALDECARRETERAS20140429,boe,BOE-B-2014-15245,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Mejora de trazado y reordenación de accesos en una intersección y un enlace de la carretera N-II en el término municipal de Tordera. Provincia de Barcelona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-04-29 00:00:00,,403172.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3033/14612GI3580ADIRECCIONGENERALDECARRETERAS20140429,boe,BOE-B-2014-15246,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Autovía A-2, del Nordeste. Barcelona-Frontera con Francia. Tramo: Maçanet de la Selva-Sils. Provincia de Girona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-04-29 00:00:00,,1007930.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3081/132A1G533/12DIRECCIONGENERALDECARRETERAS20140503,boe,BOE-B-2014-15572,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"SGS TECNOS, S.A.;"" CURVA INGENIEROS, S.L., Y GEOTECNIA Y CIMIENTOS, S.A. (UTE).",,"Inspecciones de los contratos de concesión de obras públicas para la conservación y la explotación de la autovía de primera generación: Autovía A-2, pp. kk. 62,0 al 139,5. Tramo: R-2 al L.P. Soria/Guadalajara. Provincia de Guadalajara. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-03 00:00:00,,960701.28,623975.49,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3050/132AC516/13DIRECCIONGENERALDECARRETERAS20140503,boe,BOE-B-2014-15573,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"APIA XXI, S.A. Y ARILA CONSULTORA, S.L. (UTE).",,"Responsable de seguridad en fase de explotación para los túneles existentes en la Red de Carreteras del Estado en Andalucía Oriental y Occidental. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-03 00:00:00,,724811.1,460255.04,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
V02/1406COMITEEJECUTIVODELAMANCOMUNIDADDELOSCANALESDELTAIBILLA20140503,boe,BOE-B-2014-15582,boe_2014_2024,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Servicio de dirección, control y vigilancia de las obras correspondientes al proyecto 05/12 de depósito de regulación para la renovación del Canal de Murcia (Mu/Murcia). Programa Cohesión Feder 2007-2013.",Abierto,2014-05-03 00:00:00,,196911.86,,71520000 (Servicios de supervisión de obras).,['71000000' '71520000'],boe_sample.csv
V01/1425COMITEEJECUTIVODELAMANCOMUNIDADDELOSCANALESDELTAIBILLA20140503,boe,BOE-B-2014-15583,boe_2014_2024,Comité Ejecutivo de la Mancomunidad de los Canales del Taibilla.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Servicio de dirección, control y vigilancia de las obras correspondientes al proyecto 12/13 de abastecimiento a Hondón de los Frailes (Ac/Hondón de los Frailes). Fondos Feder. P.O. Comunidad Valenciana.",Abierto,2014-05-03 00:00:00,,133381.71,,71520000 (Servicios de supervisión de obras).,['71000000' '71520000'],boe_sample.csv
92/13/01JUNTADECONTRATACIONDELMINISTERIODEHACIENDAYADMINISTRACIONESPUBLICAS20140505,boe,BOE-B-2014-15666,boe_2014_2024,Junta de Contratación del Ministerio de Hacienda y Administraciones Públicas,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,"Santatecla Arquitectos,S.L.P.",,"Redacción de los proyectos básico y de ejecución y asistencia a la dirección de obra, para el acondicionamiento del edificio del Tribunal de Cuentas, en C/Fuencarral, 81 de Madrid.",Abierto,2014-05-05 00:00:00,,344820.0,267028.61,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
3090/132AC553/13DIRECCIONGENERALDECARRETERAS20140505,boe,BOE-B-2014-15667,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"FHECOR, INGENIEROS CONSULTORES, S A., E INTEMAC, S.A. (UTE).",,"Realización de inspecciones especiales, proyectos e informes en obras de paso de la Red de Carreteras del Estado. 11.º itinerario zona-Sur. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-05 00:00:00,,1440481.82,976646.67,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3084/132A1G536/12DIRECCIONGENERALDECARRETERAS20140505,boe,BOE-B-2014-15668,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,"SERS, CONSULTORES EN INGENIERÍA Y ARQUITECTURA, S.A.",,"Inspecciones de los contratos de concesión de obras públicas para la conservación y explotación de la Autovía de primera generación: Autovía A-1, puntos kilométricos 101 al 247, tramo: Santo Tomé del Puerto-Burgos. Provincias de Segovia y Burgos. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-05 00:00:00,,960701.28,619617.77,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3023/14612S50402DIRECCIONGENERALDECARRETERAS20140505,boe,BOE-B-2014-15670,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Autovía del Cantábrico A-8. Tramo: La Encina-Torrelavega. Provincia de Cantabria. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-05 00:00:00,,2073456.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3022/14612S50302DIRECCIONGENERALDECARRETERAS20140505,boe,BOE-B-2014-15671,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Autovía del Cantábrico A-8. Tramo: Solares-La Encina. Provincia de Cantabria. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-05 00:00:00,,2764608.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3018/14640CA40402DIRECCIONGENERALDECARRETERAS20140505,boe,BOE-B-2014-15672,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Redacción del Plan de Inspección y Mantenimiento y realización de diversos estudios estructurales relativos a las obras del nuevo acceso a Cádiz. Tramo: Puente sobre la Bahía. Provincia de Cádiz. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-05 00:00:00,,1643481.7,,71311210 (Servicios de consultoría en materia de carreteras).,['71000000' '71311210'],boe_sample.csv
3021/146SSBU002DIRECCIONGENERALDECARRETERAS20140505,boe,BOE-B-2014-15673,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Castilla y León Oriental. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-05 00:00:00,,1221999.73,,71311210 (Servicios de consultoría en materia de carreteras).,['71000000' '71311210'],boe_sample.csv
3060/13323BA4110EP305/13DIRECCIONGENERALDECARRETERAS20140506,boe,BOE-B-2014-15839,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"PAYMA COTAS, S.A.U., y PAYMA COTAS EXTREMADURA, S.L.U. (UTE).",,"Redacción del proyecto de trazado y construcción: Variante de Zafra. Carretera N-432 de Badajoz a Granada, pp.kk. 69,400 al 78,300. Provincia de Badajoz. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,2014-05-06 00:00:00,,644222.46,389351.03,71311000 (Servicios de consultoría en ingeniería civil).,['71000000' '71311000'],boe_sample.csv
3066/132AC509/13DIRECCIONGENERALDECARRETERAS20140506,boe,BOE-B-2014-15840,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"AECOM INOCSA, S.L.U.",,"Realización de los informes anuales de supervisión de los contratos de conservación integral en la zona sur de la Red de Carreteras del Estado. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-06 00:00:00,,751109.44,524274.39,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
16314003ORGANISMOAUTONOMOPARQUESNACIONALES20140506,boe,BOE-B-2014-15848,boe_2014_2024,Organismo Autónomo Parques Nacionales.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Servicio de dirección de obra, dirección de ejecución y coordinación de seguridad y salud de la obra de construcción del Centro de Información La Fonseya, Parque Nacional de los Picos de Europa, en Oseja de Sajambre (León).",Abierto,2014-05-06 00:00:00,,221520.64,,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
16314004ORGANISMOAUTONOMOPARQUESNACIONALES20140506,boe,BOE-B-2014-15849,boe_2014_2024,Organismo Autónomo Parques Nacionales.,"MINISTERIO DE AGRICULTURA, ALIMENTACIÓN Y MEDIO AMBIENTE",No disponible,,"Servicio de dirección de obra, dirección de ejecución y coordinación de seguridad y salud de la obra de construcción del Centro de Visitantes del Parque Nacional de Picos de Europa en Posada de Valdeón (León).",Abierto,2014-05-06 00:00:00,,269751.75,,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
NODISPONIBLEEMSULESA20140506,boe,BOE-B-2014-15900,boe_2014_2024,"Emsule, S.A.",OTROS PODERES ADJUDICADORES,No disponible,,No disponible,Abierto,2014-05-06 00:00:00,,395000.0,,No disponible,['71000000'],boe_sample.csv
3052/146SGCSGC009DIRECCIONGENERALDECARRETERAS20140508,boe,BOE-B-2014-16168,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Supervisión y control de las obras pertenecientes a la Subdirección General de Construcción. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-08 00:00:00,,1729757.63,,71311210 (Servicios de consultoría en materia de carreteras).,['71000000' '71311210'],boe_sample.csv
3037/14641B4780DIRECCIONGENERALDECARRETERAS20140508,boe,BOE-B-2014-16169,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Nuevos accesos Sur, ferroviario y viario, al Puerto de Barcelona. Eje viario. Provincia de Barcelona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-08 00:00:00,,4276503.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3041/14612SG3120DIRECCIONGENERALDECARRETERAS20140508,boe,BOE-B-2014-16170,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Conversión en Autovía de la carretera SG-20, variante de circunvalación de Segovia, del pk. 0,000 al 15,530. Lote 1. Tramo A: Entre el enlace con la Autovía A-601 pk. 0,000 y las inmediaciones con el enlace de la carretera autonómica CL-601 pk. 8,400 y Lote 2. Tramo B: entre el pk. 8,400 y el enlace con la carretera N-110 sentido Ávila pk. 15,530. Provincia de Segovia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-08 00:00:00,,1382304.0,,71311210 (Servicios de consultoría en materia de carreteras).,['71000000' '71311210'],boe_sample.csv
3034/14615GI3680DIRECCIONGENERALDECARRETERAS20140508,boe,BOE-B-2014-16171,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Reordenación de accesos en la intersección de la carretera N-II con la carretera GIV-5125 en Pontós y en la intersección de la carretera N-II con la carretera GIV-6226 en Garrigás. Provincia de Girona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-08 00:00:00,,403172.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3044/146MALC006DIRECCIONGENERALDECARRETERAS20140509,boe,BOE-B-2014-16305,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Galicia. Provincia de La Coruña. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-09 00:00:00,,1530302.33,,71311210 (Servicios de consultoría en materia de carreteras).,['71000000' '71311210'],boe_sample.csv
3048/14612MU5591DIRECCIONGENERALDECARRETERAS20140509,boe,BOE-B-2014-16306,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Autovía A-33, Cieza-Fuente de la Higuera. Tramo: Enlace N-344 a Jumilla-Enlace con C-3223 a Yecla. Subtramo: 1. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-09 00:00:00,,1007930.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3046/146MAV003DIRECCIONGENERALDECARRETERAS20140509,boe,BOE-B-2014-16307,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en la Comunidad Valenciana. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-09 00:00:00,,1414501.94,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3042/14612PO4200DIRECCIONGENERALDECARRETERAS20140509,boe,BOE-B-2014-16308,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de obras: Autovía A-57. Tramo: Vilaboa - A Ermida. Provincia de Pontevedra. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-09 00:00:00,,2073456.0,,71311210 (Servicios de consultoría en materia de carreteras).,['71000000' '71311210'],boe_sample.csv
3065/132AC508/13DIRECCIONGENERALDECARRETERAS20140510,boe,BOE-B-2014-16451,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"ALAUDA INGENIERIA, S.A.",,"Coordinación en materia de seguridad y salud, en las actuaciones de conservación y explotación en la Red de Carreteras del Estado en Madrid. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-10 00:00:00,,362854.8,255726.24,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3048/132AC514/13DIRECCIONGENERALDECARRETERAS20140510,boe,BOE-B-2014-16452,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"IDOM INGENIERIA y CONSULTORÍA, S.A. y GEOCONTROL, S.A. (UTE).",,"Inspección de los túneles de la zona 3 de la Red de Carreteras del Estado, formada por las Demarcaciones de Carreteras en Aragón, Castilla León Oriental, Cataluña, Comunidad Valenciana y La Rioja. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-10 00:00:00,,983739.68,632052.74,71300000 (Servicios de Ingeniería).,['71000000' '71300000'],boe_sample.csv
3097/133EP307/13DIRECCIONGENERALDECARRETERAS20140512,boe,BOE-B-2014-16701,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"APIA XXI, S.A. Y GEOPLANK, S.A. (UTE).",,"Seguimiento, comprobación y elaboración de informes previos a la supervisión de proyectos de trazado y construcción de actuaciones en la N-II, A-26 y la Variante de El Barco de Valdeorras. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,2014-05-12 00:00:00,,783541.74,493636.6,71311000 (Servicios de consultoría en ingeniería civil).,['71000000' '71311000'],boe_sample.csv
131PD117SUBSECRETARIADELMINISTERIODEJUSTICIA20140513,boe,BOE-B-2014-16894,boe_2014_2024,Subsecretaría del Ministerio de Justicia,MINISTERIO DE JUSTICIA,Fco. Javier Gcía. Alcaraz y Remedios Fdez. Carrión.,,Redacción del proyecto y dirección de las obras de construcción del nuevo edificio de Juzgados de Badajoz.,Abierto,2014-05-13 00:00:00,,923776.41,677600.0,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
3051/132AC517/13DIRECCIONGENERALDECARRETERAS20140516,boe,BOE-B-2014-17205,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"TEKIA INGENIEROS, S.A.",,"Responsable de seguridad en fase de explotación para los túneles existentes en la Red de Carreteras del Estado en Asturias. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-16 00:00:00,,429896.54,292243.66,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
131PD119SUBSECRETARIADELMINISTERIODEJUSTICIA20140517,boe,BOE-B-2014-17306,boe_2014_2024,Subsecretaría del Ministerio de Justicia,MINISTERIO DE JUSTICIA,"SANTA TECLA ARQUITECTOS, S.L.P.",,Redacción del proyecto y dirección de las obras de construcción del nuevo edificio de Juzgados de Ibiza.,Abierto,2014-05-17 00:00:00,,538801.02,449844.97,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
3078/132A1G530/12DIRECCIONGENERALDECARRETERAS20140517,boe,BOE-B-2014-17315,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"GTT INGENIERÍA Y TRATAMIENTOS DEL AGUA, S.A.",,"Inspección del contrato de concesión de obras públicas para la conservación y explotación de la autovía de primera generación: A-2 pp.kk. 139,5 al 232,8. Tramo: L.P. Soria/Guadalajara-Calatayud. Provincias: Soria y Zaragoza. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-17 00:00:00,,960701.28,629259.34,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
3024/146SSB005DIRECCIONGENERALDECARRETERAS20140519,boe,BOE-B-2014-17513,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Cataluña. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-19 00:00:00,,965734.31,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3050/146MAZ003DIRECCIONGENERALDECARRETERAS20140519,boe,BOE-B-2014-17514,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Aragón. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-19 00:00:00,,1411655.24,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3045/146MAB003DIRECCIONGENERALDECARRETERAS20140519,boe,BOE-B-2014-17515,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Cataluña. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-19 00:00:00,,1218968.92,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3049/146MAO003DIRECCIONGENERALDECARRETERAS20140519,boe,BOE-B-2014-17516,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de medio ambiente relativo a las obras de construcción en la Demarcación de Carreteras del Estado en Asturias. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-19 00:00:00,,738258.12,,71311210 (Servicios de consultoría en materia de carreteras).,['71000000' '71311210'],boe_sample.csv
NODISPONIBLEEMPRESAMUNICIPALDETRANSPORTESDEMADRIDSA20140520,boe,BOE-B-2014-17761,boe_2014_2024,"Empresa Municipal de Transportes de Madrid, S.A.",OTROS PODERES ADJUDICADORES,No disponible,,No disponible,Abierto,2014-05-20 00:00:00,,232000.0,,"71631000, 71631200.",['71000000' '71631000' '71631200'],boe_sample.csv
0214UR152DELEGACIONDEECONOMIAYHACIENDAENGALICIAACORUNA20140522,boe,BOE-B-2014-18087,boe_2014_2024,Delegación de Economía y Hacienda en Galicia-A Coruña.,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,No disponible,,Asistencia técnica para situación de construcciones que estando tributando no dispongan de FXCC de los municipios de Coirós y 14 más.,Abierto,2014-05-22 00:00:00,,92580.0,,71354300 (Servicios de estudios catastrales).,['71000000' '71354300'],boe_sample.csv
0314UR152DELEGACIONDEECONOMIAYHACIENDAENGALICIAACORUNA20140522,boe,BOE-B-2014-18088,boe_2014_2024,Delegación de Economía y Hacienda en Galicia-A Coruña.,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,No disponible,,Asistencia técnica para situación de construcciones que estando tributando no dispongan de FXCC de los municipios de Abegondo y 14 más.,Abierto,2014-05-22 00:00:00,,91128.0,,71354300 (Servicios de estudios catastrales).,['71000000' '71354300'],boe_sample.csv
0414UR152DELEGACIONDEECONOMIAYHACIENDAENGALICIAACORUNA20140522,boe,BOE-B-2014-18089,boe_2014_2024,Delegación de Economía y Hacienda en Galicia - A Coruña.,MINISTERIO DE HACIENDA Y ADMINISTRACIONES PÚBLICAS,No disponible,,Asistencia técnica para situación de construcciones que estando tributando no dispongan de FXCC de los Municipios de A Baña y 14 más.,Abierto,2014-05-22 00:00:00,,95982.0,,71354300 (Servicios de estudios catastrales).,['71000000' '71354300'],boe_sample.csv
3098/133EP315/13DIRECCIONGENERALDECARRETERAS20140522,boe,BOE-B-2014-18100,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"CIESM-INTEVIA, S.A.U.;"" CONURMA INGENIEROS CONSULTORES, S.L. Y ESTUDIOS Y SERVICIOS DE MOVILIDAD Y GESTIÓN DE INFRAESTRUCTURAS, S.L. (UTE).",,"Seguimiento de la tramitación, con elaboración de informes, para la supervisión de los Estudios Informativos de Carreteras, competencia de la Subdirección General de Estudios y Proyectos de la Dirección General de Carreteras. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,2014-05-22 00:00:00,,1063798.12,744255.51,71311000 (Servicios de consultoría en ingeniería civil).,['71000000' '71311000'],boe_sample.csv
131PD118SUBSECRETARIADELMINISTERIODEJUSTICIA20140523,boe,BOE-B-2014-18256,boe_2014_2024,Subsecretaría del Ministerio de Justicia,MINISTERIO DE JUSTICIA,UTE Gestión Integral del Suelo - Gonzalo Cabanillas de La Cueva.,,Redacción del proyecto y dirección de las obras de construcción del nuevo edificio de Juzgados de Guadalajara.,Abierto,2014-05-23 00:00:00,,714127.2,561661.04,"71000000 (Servicios de arquitectura, construcción, ingeniería e inspección).",['71000000'],boe_sample.csv
112CO066SUBSECRETARIADELMINISTERIODEJUSTICIA20140523,boe,BOE-B-2014-18257,boe_2014_2024,Subsecretaría del Ministerio de Justicia.,MINISTERIO DE JUSTICIA,"FCC Construcción, S.A.",,"Proyecto y obras complementarias de rehabilitación del edificio sede de la Audiencia Nacional en la calle García Gutiérrez, 1, de Madrid.",Negociado sin publicidad,2014-05-23 00:00:00,,5641905.07,6826705.13,45210000 (Trabajos de construcción de inmuebles).,['45000000' '71000000' '45210000'],boe_sample.csv
3059/13312CC3520EP304/13DIRECCIONGENERALDECARRETERAS20140523,boe,BOE-B-2014-18262,boe_2014_2024,Dirección General de Carreteras,MINISTERIO DE FOMENTO,"ACCIONA INGENIERIA, S.A.",,"Redacción del proyecto de trazado y construcción: Variante de Malpartida de Cáceres. Provincia de Cáceres. Coeficiente de mayoración de la puntuación económica: 2,5.",Abierto,2014-05-23 00:00:00,,1695349.98,1016929.38,71311000 (Servicios de consultoría en ingeniería civil).,['71000000' '71311000'],boe_sample.csv
3025/14612GI3110TDIRECCIONGENERALDECARRETERAS20140524,boe,BOE-B-2014-18405,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Proyecto de terminación de las obras de la Autovía A-2. Tramo: Sils-Caldes de Malavella. Provincia de Girona. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-24 00:00:00,,604758.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3061/146SSV003DIRECCIONGENERALDECARRETERAS20140524,boe,BOE-B-2014-18406,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Asesoramiento y coordinación en materia de seguridad y salud relativo a las obras de construcción en la Demarcación de Carreteras del Estado en la Comunidad Valenciana. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-24 00:00:00,,1045492.16,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3058/14612MU5592DIRECCIONGENERALDECARRETERAS20140524,boe,BOE-B-2014-18407,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,No disponible,,"Control y vigilancia de las obras: Autovía A-33, Cieza-Fuente de la Higuera. Tramo: Enlace N-344 a Jumilla-Enlace con C-3223 a Yecla. Subtramo: 2. Provincia de Murcia. Ponderación técnica: 0,30. Ponderación económica: 0,70.",Abierto,2014-05-24 00:00:00,,604758.0,,71311100 (Servicios de asistencia en ingeniería civil).,['71000000' '71311100'],boe_sample.csv
3070/132AC525/13DIRECCIONGENERALDECARRETERAS20140524,boe,BOE-B-2014-18408,boe_2014_2024,Dirección General de Carreteras.,MINISTERIO DE FOMENTO,"S.G.S. TECNOS, S.A.",,"Coordinación en materia de seguridad y salud, en las actuaciones de conservación y explotación en la Red de Carreteras del Estado en Castilla-La Mancha. Coeficiente de mayoración de la puntuación económica: 1,5.",Abierto,2014-05-24 00:00:00,,697026.79,484433.35,71300000 (Servicios de ingeniería).,['71000000' '71300000'],boe_sample.csv
